stop_id,stop_name,stop_code,stop_lat,stop_lon,stop_desc
6515,AVELLANEDA y ITUZAINGO,6515,-32.953266,-60.682889,OCHAVA NO
6554,CORDOBA y OVIDIO LAGOS,6554,-32.942292,-60.661669,OCHAVA SO
2228,RUTA NAC. 9 (Funes) y MITRE (Funes),2228,-32.922919,-60.800502,OCHAVA NE
9017,AYACUCHO y LAINEZ,9017,-33.004941,-60.635821,OCHAVA NO
4108,SANTIAGO y CORDOBA,4108,-32.943137,-60.65608,OCHAVA NO
9759,J. GRANEL y SOMOZA,9759,-32.891312,-60.722611,OCHAVA SE
9063,JUAN M. DE ROSAS y J. DE GARAY,9063,-32.975606,-60.638431,OCHAVA NO
2744,ONCATIVO y N. LAGUNA,2744,-32.880684,-60.724514,OCHAVA SO
9059,SALTA y ITALIA,9059,-32.937742,-60.646216,OCHAVA SO
9792,PTE. ROCA y SAN LUIS,9792,-32.947852,-60.645721,OCHAVA SE
6535,SAN MARTIN y DEAN FUNES,6535,-32.975792,-60.644143,OCHAVA NO
3972,BATLLE Y ORDOÑEZ y CORRIENTES,3972,-33.00908,-60.653132,OCHAVA SO
1748,JUNIN y FRANCIA,1748,-32.926531,-60.661947,OCHAVA SO
5410,URIBURU y AYACUCHO,5410,-32.990501,-60.637075,OCHAVA SO
9094,LIMITE MUNICIPIO y URUGUAY,9094,-32.96906,-60.733618,OCHAVA NO
7664,GURRUCHAGA y IGNACIO WARNES,7664,-32.905325,-60.690577,OCHAVA NE
5466,C. ALDAO y VELEZ SARSFIELD,5466,-32.925614,-60.696431,OCHAVA SE
6428,VIRASORO y PARAGUAY,6428,-32.968965,-60.649763,OCHAVA SO
4097,SAN LUIS y CALLAO,4097,-32.945168,-60.660854,OCHAVA SO
9857,J D PERON (VGG) y GRAL. LAVALLE (VGG),9857,-33.007824,-60.614151,OCHAVA NO
5976,DONADO y URQUIZA,5976,-32.933899,-60.727177,OCHAVA SE
4109,SAN MARTIN (VGG) y EVA PERON (VGG),4109,-33.026843,-60.622858,OCHAVA SE
9788,EST. DE ISRAEL y CORRIENTES,9788,-32.991883,-60.653608,OCHAVA NE
9193,ARIJON y VERA MUJICA,9193,-33.003833,-60.678991,OCHAVA NE
4253,LAVALLE y RIOJA,4253,-32.940617131,-60.677988426,OCHAVA SE
9771,JOSE COLOMBRES y APIPE,9771,-32.92005,-60.730381,OCHAVA NO
3320,ENTRE RIOS y BIEDMA,3320,-32.980771,-60.649826,OCHAVA NO
9648,JUNIN y FRAGA,9648,-32.927428,-60.710707,OCHAVA NE
6365,PTE. PERON y VALPARAISO,6365,-32.957788,-60.686592,OCHAVA NE
2507,FRANCIA y CAZADORES,2507,-33.00498,-60.677674,OCHAVA E
9700,ARIJON y AYACUCHO,9700,-33.002727,-60.636193,OCHAVA SO
3848,VERA MUJICA y MONTEVIDEO,3848,-32.951097,-60.66926,OCHAVA SE
8948,JOSE M. ROSA y H. PUJATO,8948,-32.90587,-60.725898,OCHAVA SO
3247,AYACUCHO y J. M. GUTIERREZ,3247,-32.993703,-60.63663,OCHAVA SE
6114,OVIDIO LAGOS y DE LOS QUINTEROS,6114,-33.015689,-60.678893,OCHAVA NO
2516,OVIDIO LAGOS y 5 DE AGOSTO,2516,-33.017733,-60.678953,OCHAVA E
9109,CALLAO (Baigorria) y LAS HERAS (Baigorria),9109,-32.863779738,-60.722043872,OCHAVA NO
8262,VIRASORO y DORREGO,8262,-32.967976,-60.655256,OCHAVA SO
5771,MENDOZA y MITRE,5771,-32.951304,-60.640899,OCHAVA SO
7030,3 DE FEBRERO y SUIPACHA,7030,-32.948064,-60.665656,OCHAVA NE
1584,TARRAGONA y AYALA GAUNA,1584,-32.912599,-60.735178,OCHAVA SE
5892,PROVINCIAS UNIDAS y VIAMONTE,5892,-32.956797,-60.712081,OCHAVA NO
4152,MAIPU y LA PAZ,4152,-32.964749,-60.639791,OCHAVA SE
6939,VIRASORO y MORENO,6939,-32.967733,-60.656604,OCHAVA SO
1654,MERCANTE y NANSEN,1654,-32.909128,-60.684477,OCHAVA NO
7516,SANTA FE y OVIDIO LAGOS,7516,-32.940846,-60.660993,OCHAVA NE
8336,WILDE y TUCUMAN,8336,-32.933219,-60.738877,OCHAVA NO
6064,OROÑO y BIEDMA,6064,-32.978774,-60.661939,OCHAVA SE
1839,PTE. PERON y CONSTITUCION,1839,-32.956772,-60.677797,OCHAVA NE
2340,SUPERI y MEDRANO,2340,-32.896246,-60.701358,OCHAVA SO
9975,MAGALDI y BETINOTTI,9975,-32.936563,-60.740371,OCHAVA NE
8273,MORROW y CALLE 13124,8273,-32.876654,-60.735462,OCHAVA SE
3189,BAIGORRIA y IGNACIO WARNES,3189,-32.891764,-60.694681,OCHAVA NE
6627,SANTA FE y BALCARCE,6627,-32.942548,-60.651516,OCHAVA NE
9978,C. COLON y COCHABAMBA,9978,-32.960592,-60.628613,OCHAVA NO
7655,SEGUI y ENTRE RIOS,7655,-32.978425,-60.64904,OCHAVA NE
6100,JUAN PABLO II y MONT CENIS,6100,-32.873394366,-60.700180639,OCHAVA SO
7281,BUENOS AIRES y PASCO,7281,-32.960637,-60.635923,OCHAVA SE
4899,ARIJON y MARCELO ALVEAR,4899,-33.002282,-60.623722,OCHAVA S
1175,MENDOZA y PRIMERO DE MAYO,1175,-32.953026,-60.631077,OCHAVA SO
2878,J. CURA y MARTIN RODRIGUEZ,2878,-32.970366,-60.665794,OCHAVA SO
1377,RONDEAU y CONGRESO,1377,-32.910817,-60.687163,OCHAVA SE
4276,SARMIENTO y VIAMONTE,4276,-32.965221,-60.642972,OCHAVA NO
7550,S. DE THOMPSON y LORENZINI,7550,-32.992487,-60.629689,OCHAVA NE
9647,AVELLANEDA y LA PAZ,9647,-32.956703,-60.683758,OCHAVA NO
4598,SALTA y ESPAÑA,4598,-32.937995,-60.644848,OCHAVA SO
3221,WASHINGTON y MEDRANO,3221,-32.903213,-60.699217,OCHAVA SO
4652,SALTA y SANTIAGO,4652,-32.93632,-60.654359,OCHAVA SO
4038,CALLE 1379 y ONCATIVO,4038,-32.880375759,-60.717681763,OCHAVA SE
2954,BAIGORRIA y BRASILIA,2954,-32.893754,-60.714414,OCHAVA NE
9567,SEGUI y J. DE CASAL,9567,-32.97047,-60.697561,OCHAVA N
5457,BAIGORRIA y CAMBAY,5457,-32.893613,-60.70991,OCHAVA NE
6395,SAN LORENZO y LIMA,6395,-32.936128,-60.682733,OCHAVA SO
6486,EVA PERON y WILDE,6486,-32.928341,-60.739318,OCHAVA SO
6125,MENDOZA y P. L. FUNES,6125,-32.940531,-60.701298,OCHAVA SO
6105,SEGUI y F. MORE,6105,-32.970334,-60.692488,OCHAVA NE
5903,MOSCONI y HUEMUL,5903,-32.983731,-60.682893,OCHAVA SO
3725,URIBURU y MARTIN RODRIGUEZ,3725,-32.991297,-60.6709,OCHAVA NE
7999,ANCHORENA y GRAL. PAZ,7999,-32.997042,-60.627262,OCHAVA NE
4151,GABOTO y ESMERALDA,4151,-32.976257,-60.628103,OCHAVA NE
2081,BATLLE Y ORDOÑEZ y MELIAN,2081,-33.009272,-60.659481,OCHAVA SO
9748,CALLAO y 3 DE FEBRERO,9748,-32.948949,-60.661619,OCHAVA SE
7665,JUAN M. DE ROSAS y SEGUI,7665,-32.980133,-60.639554,OCHAVA NO
4451,SEGUI y ALSINA,4451,-32.972074,-60.684525,OCHAVA NE
8342,PALESTINA y DE LOS GRANADEROS,8342,-32.88592,-60.709946,OCHAVA NE
8334,SALTA y MORENO,8334,-32.937264,-60.648926,OCHAVA SO
3670,ANDRADE y MARTIN RODRIGUEZ,3670,-32.99647,-60.67056,OCHAVA NE
1876,OROÑO y ARIJON,1876,-33.003583,-60.664672,OCHAVA SE
1754,EVA PERON y D. CULLEN,1754,-32.933527,-60.709342,OCHAVA NE
9468,J D PERON (VGG) y LAPRIDA (VGG),9468,-33.024131791,-60.623751369,OCHAVA NO
9687,GALVEZ y CARLOS M. ALVEAR,9687,-32.965738,-60.660179,OCHAVA NE
3837,JOAQUIN SUAREZ y GAZCON,3837,-32.88989,-60.727676,OCHAVA NO
9907,CAFFERATA y SAN LORENZO,9907,-32.93817,-60.670455,OCHAVA NO
9800,PROVINCIAS UNIDAS y 27 DE FEBRERO,9800,-32.959193,-60.711989,OCHAVA NO
3389,MENDOZA y AMUCHASTEGUI,3389,-32.940253,-60.732586,OCHAVA SO
9173,OVIDIO LAGOS y NTRA. SRA. ROSARIO,9173,-33.00081,-60.675718,OCHAVA NO
5038,ILLIA (Funes) y GALINDO (Funes),5038,-32.929568,-60.820086,OCHAVA SO
7891,J. M. GUTIERREZ y ENTRE RIOS,7891,-32.99402,-60.652097,OCHAVA NE
7800,SAN DIEGO (VGG) y INTENDENTE ANDREU (VGG),7800,-33.018667,-60.611354,OCHAVA NE
3886,TARRAGONA y GENOVA,3886,-32.916673,-60.735034,OCHAVA SE
9638,CAFFERATA y MENDOZA,9638,-32.945581,-60.672327,OCHAVA NO
1847,MENDOZA y ALSINA,1847,-32.944762,-60.677803,OCHAVA SO
7707,BUENOS AIRES y CERRITO,7707,-32.962933,-60.636498,OCHAVA SE
4580,RONDEAU y GURRUCHAGA,4580,-32.905097,-60.688919,OCHAVA SE
2676,CEIBO y PARAGUAY,2676,-33.013568,-60.654329,OCHAVA SO
5432,GENOVA y SARRATEA,5432,-32.916757498,-60.741441822,OCHAVA NE
5918,CATAMARCA (Baigorria) y ROSARIO (Baigorria),5918,-32.860086778,-60.69897042,OCHAVA NO
5587,LITUANIA y J. CHAPO,5587,-32.999461,-60.620973,OCHAVA SE
1974,PELLEGRINI y D. CRESPO,1974,-32.952035,-60.671104,OCHAVA SO
3435,UNION y PALESTINA,3435,-32.885749,-60.704775,OCHAVA NO
7775,MITRE (VGG) y OPICCI (VGG),7775,-33.024494,-60.634447,OCHAVA NE
2034,SAN NICOLAS y CENTENO,2034,-32.978803,-60.681967,OCHAVA SE
2076,WILDE y SAN LORENZO,2076,-32.935505,-60.738564,OCHAVA SE
5997,GENOVA y GARCIA DEL COSSIO,5997,-32.916858254,-60.746612594,OCHAVA NE
9142,A. SABIN y OLIVE,9142,-32.913095,-60.692025,OCHAVA O
8259,RIOBAMBA y BUENOS AIRES,8259,-32.963934,-60.636749,OCHAVA NE
1570,MENDOZA y AVELLANEDA,1570,-32.944257,-60.680612,OCHAVA SO
8402,SAN LUIS y D. CRESPO,8402,-32.943709,-60.669011,OCHAVA SO
2742,ARIJON y PTE. ROCA,2742,-33.003329,-60.656244,OCHAVA SO
7458,NECOCHEA y 3 DE FEBRERO,7458,-32.955199,-60.625731,OCHAVA SE
2884,ARIJON y DORREGO,2884,-33.00346,-60.660597,OCHAVA SO
7092,ENTRE RIOS y CATAMARCA,7092,-32.940067,-60.639551,OCHAVA NO
4092,CORRIENTES (Baigorria) y SAN JORGE (Baigorria),4092,-32.864156036,-60.700149677,OCHAVA SE
2442,J. J. PASO y JOSE M. ROSA,2442,-32.92067,-60.72462,OCHAVA SO
5020,RUTA 11 (Baigorria) y CIUDADELA (Baigorria),5020,-32.870955736,-60.699774681,OCHAVA NO
6424,OVIDIO LAGOS y NUEVA C. A SOLDINI,6424,-33.020893,-60.680074,OCHAVA NO
5782,JUAN M. DE ROSAS y COCHABAMBA,5782,-32.959567,-60.634364,OCHAVA NO
5433,SANTA FE y DORREGO,5433,-32.943079,-60.648542,OCHAVA NE
9795,DONADO y CHUBUT,9795,-32.946052,-60.726677,OCHAVA SE
7000,LAPRIDA y VIAMONTE,7000,-32.965919,-60.639057,OCHAVA NO
6897,R. RIVAROLA y MANUEL GONZALEZ,6897,-32.966308,-60.730799,OCHAVA NE
1009,RONDEAU y MACIEL,1009,-32.903834,-60.689292,OCHAVA SE
8757,SANTA FE y CAFFERATA,8757,-32.939161,-60.67037,OCHAVA NE
9769,PTE. PERON y LINIERS,9769,-32.961266,-60.697835,OCHAVA SO
6772,MENDOZA y GUTENBERG,6772,-32.942803,-60.688694,OCHAVA SO
8134,ARIJON y PJE. 2012,8134,-33.004344,-60.688172,OCHAVA SO
6972,MENDOZA y PTE. ROCA,6972,-32.950322,-60.646491,OCHAVA SO
8623,PTE. PERON (Funes) y PEDRO RIOS (Funes),8623,-32.917238,-60.807475,OCHAVA NO
4117,GABOTO y SARMIENTO,4117,-32.973276,-60.644811,OCHAVA NE
7446,GENOVA y LEGUIZAMON,7446,-32.914884,-60.677778,OCHAVA NE
6736,CALLAO (Baigorria) y LAS HERAS (Baigorria),6736,-32.863928495,-60.721768328,OCHAVA SE
6238,FRANCIA y J. MARC,6238,-32.993218,-60.678334,OCHAVA NO
1764,SAN LORENZO y MARTIN RODRIGUEZ,1764,-32.940521,-60.65826,OCHAVA SO
9364,ARIJON y MITRE,9364,-33.003156,-60.650422,OCHAVA SO
7912,27 DE FEBRERO y MATIENZO,7912,-32.958595,-60.693878,OCHAVA NE
3163,CERRITO y MEJICO,3163,-32.95357,-60.717929,OCHAVA SO
3317,PTE. PERON y C. ALDAO,3317,-32.959568,-60.695134,OCHAVA NE
7780,JUAN M. DE ROSAS y AYOLAS,7780,-32.977913,-60.639,OCHAVA NO
2439,PACHECO y 8 DE NOVIEMBRE,2439,-32.911179,-60.692047,OCHAVA SE
1025,RONDEAU y VALLE HERMOSO,1025,-32.885945,-60.695338,OCHAVA NO
1409,ALBERDI y GENOVA,1409,-32.915097,-60.685723,OCHAVA N
4436,GUEMES y CALLAO,4436,-32.931929,-60.657321,OCHAVA NE
5367,VELEZ SARSFIELD y COLOMBIA,5367,-32.926031,-60.716676,OCHAVA NE
9637,PELLEGRINI y CONSTITUCION,9637,-32.950784,-60.676288,OCHAVA NE
5800,FILIPPINI (VGG) y BALCARCE (VGG),5800,-33.0236,-60.63724,OCHAVA SE
8314,BUENOS AIRES (VGG) y SOLDADO AGUIRRE (VGG),8314,-33.029364,-60.638388,OCHAVA SE
6259,AYACUCHO y RUI BARBOSA,6259,-33.00585,-60.636061,OCHAVA NO
5189,J D PERON (VGG) y SAN MARTIN (VGG),5189,-33.025484421,-60.62479115,OCHAVA NO
7235,C. SILVA y ALMAFUERTE,7235,-32.917096,-60.679102,OCHAVA NO
2733,AVELLANEDA y AMENABAR,2733,-32.964955,-60.68548,OCHAVA SE
2857,CARRIEGO y SAN JUAN,2857,-32.941195,-60.689512,OCHAVA SE
1766,CENTEN. R. CENTRAL y GENOVA,1766,-32.914755,-60.6732,OCHAVA NO
6590,J. J. PASO y SOTOMAYOR,6590,-32.919642,-60.695206,OCHAVA NE
3159,WILDE y COMENIUS,3159,-32.926959,-60.73887,OCHAVA E
7201,Ab. GRANDOLI y SPIRO,7201,-32.985353,-60.628077,OCHAVA SE
3081,PROVINCIAS UNIDAS y FRENCH,3081,-32.92169,-60.713573,OCHAVA NO
4230,NICARAGUA y JUAN B. JUSTO,4230,-32.915185,-60.721292,OCHAVA SE
5193,SANTA FE y DORREGO,5193,-32.943059,-60.648654,OCHAVA NE
9096,LAMADRID y BERMUDEZ,9096,-32.99698,-60.642946,OCHAVA SO
6504,MENDOZA (17 DE OCTUBRE) (VGG) y ROQUE S. PE?A (VGG),6504,-33.017639785,-60.609059469,OCHAVA SE
5458,AMENABAR y MORENO,5458,-32.970025,-60.657178,OCHAVA SO
2241,ARIJON y BERMUDEZ,2241,-33.002923,-60.642695,OCHAVA SO
8512,DORREGO y URUGUAY,8512,-32.9747,-60.656951,OCHAVA NO
3482,27 DE FEBRERO y BARRA,3482,-32.959351,-60.706137,OCHAVA SO
8376,ENTRE RIOS y CERRITO,8376,-32.961281,-60.644909,OCHAVA NO
9493,PTE. QUINTANA y CAFFERATA,9493,-32.976612028,-60.679956287,OCHAVA NE
8143,GABOTO y CORRIENTES,8143,-32.972521,-60.649016,OCHAVA NE
5813,JOSE DE CALASANZ y GALLEGOS,5813,-32.9403,-60.747421,OCHAVA NE
2229,MORROW y CALLE 13124,2229,-32.876502,-60.735745,OCHAVA NO
6130,PROVINCIAS UNIDAS y F. ESQUIU,6130,-32.923194,-60.713195,OCHAVA SE
3188,BUENOS AIRES y R. ROSS,3188,-32.989294091,-60.64318324,OCHAVA SE
4690,JUAN M. DE ROSAS y RIOBAMBA,4690,-32.964154,-60.635515,OCHAVA NO
6759,CATAMARCA y OROÑO,6759,-32.937855,-60.651637,OCHAVA NE
8885,PAVLOV y L. VILA,8885,-32.900994,-60.704173,OCHAVA SE
2649,PUEYRREDON y ANDRADE,2649,-32.996595,-60.669293,OCHAVA SE
5479,JOSE M. ROSA y MARTINEZ ESTRADA,5479,-32.91087,-60.724927,OCHAVA O
7007,DECRETADA y SANTA FE,7007,-32.935189,-60.692453,OCHAVA NO
4844,SEGUI y PROVINCIAS UNIDAS,4844,-32.970916019,-60.71120412,OCHAVA NE
8181,JUNIN y LINIERS,8181,-32.927114,-60.698945,OCHAVA NE
7229,FRANCIA y CALLE 1209,7229,-32.996501,-60.678667,OCHAVA NO
9165,PARAGUAY y COCHABAMBA,9165,-32.957345,-60.64682,OCHAVA NO
5654,3 DE FEBRERO y PUEYRREDON,5654,-32.949285,-60.658863,OCHAVA NE
5935,MENDOZA y FRANCIA,5935,-32.946701,-60.667018,OCHAVA SO
7562,BUENOS AIRES y 9 DE JULIO,7562,-32.954942,-60.634538,OCHAVA SE
2102,SEGUI y SANTIAGO,2102,-32.976014,-60.664369,OCHAVA SO
6363,SAN NICOLÁS (VGG) y SIMON BOLIBAR (VGG),6363,-33.030576,-60.639748,OCHAVA SO
9934,ITUZAINGO (Baigorria) y PANCHO RAMIREZ (Baigorria),9934,-32.853632024,-60.715722367,OCHAVA NO
5165,FRANCIA y COULIN,5165,-32.9869,-60.676788,OCHAVA SE
1374,EVA PERON y MATIENZO,1374,-32.936366,-60.694937,OCHAVA SO
9680,A. RIVERO y PJE. 1870,9680,-32.974435,-60.699521,OCHAVA NE
4772,ALVAREZ THOMAS y WASHINGTON,4772,-32.900277,-60.685632,OCHAVA SE
3497,PROVINCIAS UNIDAS y ITUZAINGO,3497,-32.952105,-60.712261,OCHAVA NO
5211,SANTA FE y CORRIENTES,5211,-32.944278,-60.64193,OCHAVA NE
9104,OROÑO y GARIBALDI,9104,-32.983145,-60.66343,OCHAVA NO
5271,OVIDIO LAGOS y ITUZAINGO,5271,-32.956461,-60.665115,OCHAVA NO
6916,9 DE JULIO y S. BAYO,6916,-32.945575,-60.686544,OCHAVA SO
9409,DONADO y DELLAROLE,9409,-32.926568,-60.727422,OCHAVA SE
3198,BATLLE Y ORDOÑEZ y ESPAÑA,3198,-33.009208,-60.657374,OCHAVA SO
9740,PARAGUAY y GALVEZ,9740,-32.967647,-60.64943,OCHAVA NO
5967,AVELLANEDA y PELLEGRINI,5967,-32.949756,-60.682002,OCHAVA NO
9715,ITALIA y LA PAZ,9715,-32.962525,-60.65226,OCHAVA SE
1435,RONDEAU y LARRECHEA,1435,-32.896378,-60.692311,OCHAVA NO
3584,CASIANO CASAS y CALLE 1345,3584,-32.895218,-60.7157,OCHAVA O
9837,AYOLAS y Ab. GRANDOLI,9837,-32.980058,-60.627895,OCHAVA SO
9015,JUAN A. MAZA y CHICLANA,9015,-32.901676,-60.686537,OCHAVA NO
9033,OROÑO y GABOTO,9033,-32.970736,-60.659917,OCHAVA SE
2991,BIEDMA y D. CRESPO,2991,-32.976037,-60.677173,OCHAVA SO
3779,RUTA NAC. 9 (Funes) y LOS TORDOS (Funes),3779,-32.923449,-60.793756,OCHAVA SO
2382,PROVINCIAS UNIDAS y J. J. PASO,2382,-32.920667,-60.713292,OCHAVA SE
7677,JUAN B. JUSTO y GONZALEZ DEL SOLAR,7677,-32.915633,-60.737597,OCHAVA SO
9387,FRANCIA y LAMADRID,9387,-32.997799,-60.678179,OCHAVA NO
1252,FRANCIA y ING. ACEVEDO,1252,-32.984299,-60.676869,OCHAVA SE
6039,RIOBAMBA y C. COLON,6039,-32.965211,-60.629585,OCHAVA NE
4549,MITRE y PASCO,4549,-32.959426,-60.642775,OCHAVA SE
6277,CARBALLO y ALBERDI,6277,-32.922373,-60.68013,OCHAVA SO
5005,SANTA FE y CARLOS M. ALVEAR,5005,-32.942067,-60.6542,OCHAVA NE
6778,CARLOS M. ALVEAR y ZEBALLOS,6778,-32.952147,-60.656745,OCHAVA SE
1044,MENDOZA y BARRA,1044,-32.939917,-60.706738,OCHAVA NE
2786,ING. ACEVEDO y HUTCHINSON,2786,-32.984354,-60.678622,OCHAVA SO
2088,URIBURU y L. N. ALEM,2088,-32.990275,-60.638815,OCHAVA NE
4888,J D PERON (VGG) y LIBERTAD (VGG),4888,-33.020783,-60.620485,OCHAVA SE
2949,URIBURU y JUAN M. DE ROSAS,2949,-32.990365,-60.641942,OCHAVA NE
2592,FRANCIA y SABATTINI,2592,-32.985937,-60.676921,OCHAVA NO
1955,FRANCIA y CERRITO,1955,-32.957077,-60.66925,OCHAVA SE
9997,TEMPORELLI (VGG) y LINIERS (VGG),9997,-33.036207,-60.643633,OCHAVA SO
6845,VIAMONTE y SOLIS,6845,-32.956543,-60.702617,OCHAVA NE
3783,AYACUCHO y H. DE LA QUINTANA,3783,-33.000599,-60.636084,OCHAVA SE
8695,URIARTE y JOSE C. PAZ,8695,-32.898568,-60.688611,OCHAVA SO
1511,PTE. PERON y CAFFERATA,1511,-32.956737,-60.675136,OCHAVA SO
1929,EVA PERON y CUBA,1929,-32.935212,-60.701332,OCHAVA SO
8139,NEUQUEN y GUATEMALA,8139,-32.944647,-60.716975,OCHAVA NE
4543,C. COLON y VIRASORO,4543,-32.972055,-60.631513,OCHAVA NO
3629,PTE. PERON y C. ALDAO,3629,-32.960064,-60.695442,OCHAVA SO
2141,OVIDIO LAGOS y FRAGATA SARMIENTO,2141,-32.988639,-60.672897,OCHAVA NO
7929,Ab. GRANDOLI y ANDRADE,7929,-32.995165,-60.628912,OCHAVA NO
3983,ENTRE RIOS y GARIBALDI,3983,-32.98536,-60.650989,OCHAVA NO
2339,JUAN A. MAZA y AGUSTIN ALVAREZ,2339,-32.882855,-60.69047,OCHAVA NO
1569,PELLEGRINI y JUAN M. DE ROSAS,1569,-32.958649,-60.634134,OCHAVA SO
9654,LIMITE MUNICIPIO y SEGUI,9654,-32.97161,-60.734124,OCHAVA NO
1354,PELLEGRINI y F. MORE,1354,-32.94791,-60.693355,OCHAVA NE
2519,SARMIENTO y ITUZAINGO,2519,-32.960635,-60.641821,OCHAVA NO
6667,JOSE DE CALASANZ y GALLEGOS,6667,-32.940666,-60.747633,OCHAVA SO
2927,ALVAREZ CONDARCO y EVA PERON,2927,-32.926144,-60.756771,OCHAVA SE
7572,NECOCHEA y BIEDMA,7572,-32.983768,-60.633039,OCHAVA NO
8250,DR. F. RIVA y OMAR CARRASCO,8250,-32.979306,-60.672303,OCHAVA SO
6780,ZELAYA y CHICLANA,6780,-32.903331,-60.693454,OCHAVA SE
9895,MEDRANO y P. ARAOZ,9895,-32.890875,-60.702853,OCHAVA SE
7154,ILLIA (Funes) y JACARANDA (Funes),7154,-32.928389,-60.789717,OCHAVA SO
9852,J. J. PASO y GARCIA DEL COSSIO,9852,-32.921034,-60.746458,OCHAVA NE
4205,FALUCHO y CILVETI,4205,-32.925561,-60.670802,OCHAVA NO
2024,OROÑO y GARIBALDI,2024,-32.983362,-60.663106,OCHAVA SE
6685,C. ALDAO y RIOBAMBA,6685,-32.954146,-60.695344,OCHAVA SE
3866,27 DE FEBRERO y GARZON,3866,-32.959318,-60.704997,OCHAVA SO
9770,SANTIAGO y SAN LUIS,9770,-32.945748,-60.656739,OCHAVA NO
6568,SANTA FE y LINIERS,6568,-32.935234,-60.698652,OCHAVA NE
4427,RIOBAMBA y BOLIVIA,4427,-32.954462,-60.713151,OCHAVA NE
4491,PAVON y REGIMIENTO 11,4491,-32.998407,-60.634163,OCHAVA SE
5402,OMAR CARRASCO y GALVEZ,5402,-32.964435,-60.668361,OCHAVA SE
1790,CORRIENTES y SAN LUIS,1790,-32.94853,-60.642992,OCHAVA SE
2194,GENOVA y OLAVARRIA,2194,-32.915828,-60.704637,OCHAVA SO
1236,PTE. PERON y P. ROSAS,1236,-32.958295,-60.690985,OCHAVA NE
4352,FORMOSA y GABRIEL CARRASCO,4352,-32.920414,-60.691518,OCHAVA SE
3176,VELEZ SARSFIELD y BOLIVIA,3176,-32.926138,-60.71457,OCHAVA SO
4369,CERRITO y BERUTI,4369,-32.965137,-60.624174,OCHAVA SO
7646,MENDOZA y MEJICO,7646,-32.940238,-60.718334,OCHAVA NE
7768,CORRIENTES (Baigorria) y SARMIENTO (Baigorria),7768,-32.858811747,-60.700422532,OCHAVA SE
2944,CERESETO y GIACCONE,2944,-33.008698,-60.673506,OCHAVA SE
9626,GURRUCHAGA y ZELAYA,9626,-32.905775,-60.69271,OCHAVA NE
1133,PELLEGRINI y C. COLON,1133,-32.959674,-60.628383,OCHAVA SO
7085,RUTA NAC. 9 (Funes) y G. COCHET (Funes),7085,-32.922504,-60.806207,OCHAVA SO
2164,VILLA DEL PARQUE y B. LEVI,2164,-32.881447,-60.728483,OCHAVA NO
2128,PROVINCIAS UNIDAS y CASILDA,2128,-32.929388,-60.713278,OCHAVA NO
2855,DONADO y SAN LORENZO,2855,-32.934999,-60.727219,OCHAVA SE
6314,OROÑO y MADRE CABRINI,6314,-33.005525,-60.664589,OCHAVA SE
2938,RUTA NAC. 9 (Funes) y LAS CAMELIAS (Funes),2938,-32.923262,-60.796695,OCHAVA SO
3068,SORRENTO y INT. LAMAS,3068,-32.907361,-60.693937,OCHAVA SO
5273,SAN MARTIN y LAMADRID,5273,-32.997131,-60.647954,OCHAVA SE
3458,POLLEDO y CIUDADELA,3458,-32.892153,-60.720422,OCHAVA NO
2706,SUPERI y V. GOMEZ,2706,-32.895345,-60.697209,OCHAVA SO
9775,BELGRANO (Baigorria) y PUEYRREDON (Baigorria),9775,-32.864223898,-60.703338787,OCHAVA SO
3340,H. YRIGOYEN y V. GOMEZ,3340,-32.884488,-60.699227,OCHAVA NE
6287,RONDEAU y H. BUCHANAN,6287,-32.881482,-60.696103,OCHAVA SE
1903,1ERA. JUNTA y 27 DE FEBRERO,1903,-32.968334,-60.64069,OCHAVA SE
6585,GARCIA DEL COSSIO y J. INGENIEROS,6585,-32.91789179,-60.746801434,OCHAVA NO
8930,DORREGO y GALVEZ,8930,-32.966666,-60.654919,OCHAVA NO
2599,SAN MARTIN y CENTENARIO,2599,-33.004326,-60.649509,OCHAVA SE
6270,FILIPPINI (VGG) y GUIDO Y SPANO (VGG),6270,-33.022222,-60.637272,OCHAVA NO
4815,J. J. PASO y VENEZUELA,4815,-32.920462,-60.725298,OCHAVA NE
5263,CORRIENTES y OCAMPO,5263,-32.965798,-60.647311,OCHAVA SE
3061,9 DE JULIO y SUCRE,3061,-32.944595,-60.69199,OCHAVA SO
9568,OLAVARRIA y J. INGENIEROS,9568,-32.916905,-60.704424,OCHAVA SE
6182,SANTA FE y ENTRE RIOS,6182,-32.944532,-60.64047,OCHAVA NE
2371,BUENOS AIRES y CENTENO,2371,-32.985881,-60.642289,OCHAVA SE
7553,DORREGO y JUJUY,7553,-32.936198,-60.647216,OCHAVA NO
3767,HUMBERTO PRIMERO y CARRIEGO,3767,-32.929891,-60.687536,OCHAVA SO
8440,PROVINCIAS UNIDAS y CERRITO,8440,-32.953242,-60.712217,OCHAVA NO
1444,FRANCIA y ZEBALLOS,1444,-32.949989,-60.667849,OCHAVA NO
1041,PELLEGRINI y CARLOS M. ALVEAR,1041,-32.954203,-60.657264,OCHAVA NE
2180,SALVAT y V. GOMEZ,2180,-32.882458,-60.699579,OCHAVA SO
7509,L. N. ALEM y LA PAZ,7509,-32.965832,-60.632825,OCHAVA NO
7710,URIBURU y CALLAO,7710,-32.991613644,-60.67248593,OCHAVA SO
