stop_id,stop_name,stop_code,stop_lat,stop_lon,stop_desc
5459,PTE. PERON (Funes) y ROSARIO (Funes),5459,-32.916452,-60.80704,OCHAVA SE
1896,EVA PERON y PROVINCIAS UNIDAS,1896,-32.932898,-60.712825,OCHAVA NE
9825,ARIJON y CARLOS M. ALVEAR,9825,-33.003431,-60.666155,OCHAVA NE
3987,FRANCIA y J. MARC,3987,-32.993351,-60.677937,OCHAVA SE
6686,PROVINCIAS UNIDAS y LA REPUBLICA,6686,-32.918513,-60.71387,OCHAVA NO
4887,TUCUMAN y SUIPACHA,4887,-32.937191,-60.663099,OCHAVA SO
5350,GENOVA y CORDIVIOLA,5350,-32.914813,-60.675256,OCHAVA NE
2113,PUEYRREDON y LAMADRID,2113,-32.997829,-60.66924,OCHAVA SE
4534,ROUILLON y URUGUAY,4534,-32.968246,-60.701319,OCHAVA NO
4388,DORREGO y URQUIZA,4388,-32.940889,-60.648413,OCHAVA NO
8246,CORRIENTES y DEAN FUNES,8246,-32.974966,-60.649627,OCHAVA SE
7006,Ab. GRANDOLI y SEGUI,7006,-32.982238,-60.628156,OCHAVA NO
1249,MENDOZA y COLOMBIA,1249,-32.94047,-60.716191,OCHAVA SO
5348,SAN MARTIN y JUAN PABLO II,5348,-33.015524,-60.652254,OCHAVA NO
3762,SOLIS y CASILDA,3762,-32.928801,-60.703964,OCHAVA NO
3128,NTRA. SRA. ROSARIO y EL MANGRULLO,3128,-32.99952,-60.615304,OCHAVA NE
9098,PTE. PERON y LINIERS,9098,-32.960861,-60.697657,OCHAVA NE
9122,AVELLANEDA y DR. CABALLERO,9122,-33.001793102,-60.688997608,OCHAVA SE
9999,CORRIENTES y R. ROSS,9999,-32.987596,-60.652818,OCHAVA SE
4254,HIPOCRATES y J. M. GUTIERREZ,4254,-32.993432,-60.63288,OCHAVA NO
9870,5 DE AGOSTO y GUARIA MORADA,9870,-33.017112,-60.658857,OCHAVA SO
9560,JORGE NEWBERY y M. GALVEZ,9560,-32.908762,-60.752534,OCHAVA NE
6647,D. CRESPO y H. DE LA QUINTANA,6647,-33.001754,-60.680704,OCHAVA NO
7621,Ab. GRANDOLI y CENTENO,7621,-32.988175,-60.628505,OCHAVA NO
9826,TARRAGONA y LA REPUBLICA,9826,-32.919241,-60.734927,OCHAVA SE
2278,PROVINCIAS UNIDAS y GORRITI,2278,-32.924252,-60.713475,OCHAVA NO
8488,ALVAREZ CONDARCO y LOS PODESTA,8488,-32.928369,-60.756877,OCHAVA SE
2620,OROÑO y J. CANALS,2620,-32.9868,-60.66398,OCHAVA SE
9910,EVA PERON (Baigorria) y BUENOS AIRES (Baigorria),9910,-32.858372795,-60.71043676,OCHAVA SO
2361,VERA MUJICA y URQUIZA,2361,-32.937908,-60.665928,OCHAVA SE
7148,AMENABAR y JUAN M. DE ROSAS,7148,-32.973476,-60.63788,OCHAVA SO
1370,CORDOBA y ALSINA,1370,-32.939632,-60.676509,OCHAVA SO
1560,MONTEVIDEO y BALCARCE,1560,-32.953732,-60.654476,OCHAVA SO
8856,RIOJA y AVELLANEDA,8856,-32.94018,-60.679202,OCHAVA NE
7862,OVIDIO LAGOS y ANDRADE,7862,-32.996763,-60.674406,OCHAVA SE
4656,JUNIN y DIAZ VELEZ,4656,-32.92689,-60.684711,OCHAVA SO
3932,PROVINCIAS UNIDAS y ITUZAINGO,3932,-32.952259,-60.711934,OCHAVA SE
1491,PELLEGRINI y OVIDIO LAGOS,1491,-32.953257,-60.664308,OCHAVA SO
4631,LAMADRID y PAVON,4631,-32.99672,-60.634385,OCHAVA SO
5936,EVA PERON (Baigorria) y SANTA FE (Baigorria),5936,-32.858262355,-60.712157963,OCHAVA NE
4326,FRANCIA y OCAMPO,4326,-32.96145,-60.670734,OCHAVA NO
4810,ZEBALLOS y L. N. ALEM,4810,-32.956898,-60.630437,OCHAVA NE
8728,ROUILLON y ORIGONE ,8728,-32.974141925,-60.701100165,OCHAVA NO
6664,CARLOS M. ALVEAR y 3 DE FEBRERO,6664,-32.949926,-60.656184,OCHAVA SE
2743,MITRE y GARIBALDI,2743,-32.985858,-60.649436,OCHAVA SE
8367,ITALIA y PELLEGRINI,8367,-32.955721,-60.650553,OCHAVA SE
3281,ROUILLON y A. RIVERO,3281,-32.974849,-60.700729,OCHAVA SE
6767,TEMPORELLI (VGG) y SAN LORENZO (VGG),6767,-33.036321,-60.644917,OCHAVA NE
6712,ALSINA y CORDOBA,6712,-32.939472,-60.676468,OCHAVA NO
1415,AVELLANEDA y TUELLA,1415,-32.914917,-60.672873,OCHAVA SE
7275,R. RIVAROLA y BENITEZ,7275,-32.966161,-60.720275,OCHAVA SO
7517,AVELLANEDA y PELLEGRINI,7517,-32.950127,-60.681717,OCHAVA SE
2231,OVIDIO LAGOS y VIAMONTE,2231,-32.961084,-60.6661,OCHAVA NO
9414,URQUIZA y SAN NICOLAS,9414,-32.936772,-60.671326,OCHAVA NE
4504,BERUTI y RUEDA,4504,-32.974359,-60.626199,OCHAVA SE
2713,GARIBALDI y IRIONDO,2713,-32.980379,-60.679692,OCHAVA SO
7831,ANGELOME (Funes) y RUTA NAC. 9 (Funes),7831,-32.921147,-60.812342,OCHAVA NO
5252,SOLDADO AGUIRRE (VGG) y RICHIERI (VGG),5252,-33.029875,-60.653271,OCHAVA SO
9462,MOSCONI y MASCARDI,9462,-32.984219,-60.680782,OCHAVA SO
9996,RONDEAU y GURRUCHAGA,9996,-32.905073,-60.689477,OCHAVA NO
2805,D. CRESPO y CENTENO,2805,-32.979287,-60.677951,OCHAVA NO
6660,RONDEAU y NANSEN,6660,-32.909261,-60.688214,OCHAVA NO
6473,LAMADRID y SAN NICOLAS,6473,-32.998290927,-60.685077934,OCHAVA SO
2551,SEGUI y PTE. ROCA,2551,-32.977687,-60.653207,OCHAVA NE
7682,BRIGADIER LOPEZ (Soldini) y ECUADOR (Soldini),7682,-33.02703,-60.757337,OCHAVA SE
5499,NECOCHEA y ITUZAINGO,5499,-32.963314,-60.627685,OCHAVA SE
3378,H. YRIGOYEN y MEDRANO,3378,-32.884633,-60.703579,OCHAVA NE
5551,EVA PERON (Baigorria) y JUNIN (Baigorria),5551,-32.858662998,-60.718839632,OCHAVA SO
2009,MITRE y J. M. GUTIERREZ,2009,-32.994101,-60.650603,OCHAVA SE
5886,RUTA NAC. 9 (Funes) y LAS HERAS (Funes),5886,-32.913805286,-60.860796012,OCHAVA NE
5583,SAN MARTIN y LAMADRID,5583,-32.996894,-60.648186,OCHAVA NO
3768,JUAN B. JUSTO y NICARAGUA,3768,-32.91519,-60.721463,OCHAVA SO
8333,SARMIENTO y J. DE GARAY,8333,-32.974382,-60.645296,OCHAVA NO
5871,GRAL. PAZ (Funes) y ANGELOME (Funes),5871,-32.914537,-60.810422,OCHAVA NE
4010,SAN MARTIN y E. DE LUCA,4010,-32.994717,-60.64772,OCHAVA NO
6669,CORRIENTES (Baigorria) y ROSARIO (Baigorria),6669,-32.860362566,-60.700291608,OCHAVA SE
1089,RONDEAU y BAIGORRIA,1089,-32.891503,-60.692883,OCHAVA SE
5032,PROVINCIAS UNIDAS y SAN LORENZO,5032,-32.934599,-60.71275,OCHAVA SE
5761,OVIDIO LAGOS y COULIN,5761,-32.987484,-60.672615,OCHAVA NO
7837,TUCUMAN y BALCARCE,7837,-32.939369,-60.650866,OCHAVA SO
9123,LAPRIDA y COCHABAMBA,9123,-32.959038,-60.637331,OCHAVA NO
1727,ING. ACEVEDO y FRANCIA,1727,-32.984312,-60.677275,OCHAVA SO
4673,CALLE 1379 y COLASTINE,4673,-32.881848,-60.717982,OCHAVA NO
8650,PTE. ROCA y SEGUI,8650,-32.978001,-60.65328,OCHAVA SE
9812,VIRASORO y ESPAÑA,9812,-32.968461,-60.652529,OCHAVA SO
5974,UNION y PALESTINA,5974,-32.88587,-60.704619,OCHAVA SE
9807,CANNING y CILVETI,9807,-32.925778,-60.674874,OCHAVA SE
8560,OROÑO y ARABE UNIDA,8560,-32.984198,-60.663698,OCHAVA NO
5843,PTE. QUINTANA y CALLAO,5843,-32.978521,-60.669076,OCHAVA NE
5115,PARAGUAY y ITUZAINGO,5115,-32.959628,-60.647396,OCHAVA NO
3822,BUENOS AIRES y AMENABAR,3822,-32.97325102,-60.639135257,OCHAVA SE
1795,A. FRONDIZI y CORDIVIOLA,1795,-32.912206,-60.67551,OCHAVA SO
2748,J. J. PASO y M. CABAL,2748,-32.919808,-60.702549,OCHAVA NE
9633,R. DEL SALVADOR y DEAN FUNES,9633,-32.967549,-60.712676,OCHAVA SE
5984,SOLDADO AGUIRRE (VGG) y N. HUAPI (VGG),5984,-33.029795,-60.650874,OCHAVA SO
5804,PAVON y J. M. GUTIERREZ,5804,-32.993485,-60.634588,OCHAVA NO
1825,EVA PERON y JOSE COLOMBRES,1825,-32.930072,-60.729811,OCHAVA SO
5945,SALTA y PUEYRREDON,5945,-32.936076,-60.655717,OCHAVA SO
9044,BUENOS AIRES y GRAL. SAVIO,9044,-32.996386,-60.644935,OCHAVA SE
4835,JUJUY y CALLAO,4835,-32.934266,-60.657911,OCHAVA NE
3203,BATLLE Y ORDOÑEZ y SALVA,3203,-33.008777,-60.640049,OCHAVA SO
3801,BATLLE Y ORDOÑEZ y ARTEAGA,3801,-33.008884,-60.643587,OCHAVA SO
4243,PRIMERO DE MAYO y MENDOZA,4243,-32.953056,-60.630934,OCHAVA SE
7705,VIRASORO y SUIPACHA,7705,-32.965336,-60.670251,OCHAVA SO
7791,PROVINCIAS UNIDAS y LA PAZ,7791,-32.955629,-60.712126,OCHAVA NO
6078,ARIJON y D. CRESPO,6078,-33.003875,-60.680423,OCHAVA NE
1103,SANTA FE y AVELLANEDA,1103,-32.937686,-60.678572,OCHAVA NE
7279,MORENO y RIOJA,7279,-32.945415,-60.650812,OCHAVA SE
5888,OVIDIO LAGOS y ANT. C. A SOLDINI,5888,-33.025824,-60.681212,OCHAVA NO
8882,ARIJON y MELIAN,8882,-33.003438,-60.659882,OCHAVA SO
2385,URIBURU y MITRE,2385,-32.990642,-60.650649,OCHAVA NE
7702,BATLLE Y ORDOÑEZ y IRIONDO,7702,-33.009831,-60.681258,OCHAVA N
6024,27 DE FEBRERO y SUIPACHA,6024,-32.962812,-60.669373,OCHAVA NE
1167,PELLEGRINI y ITALIA,1167,-32.955689,-60.650734,OCHAVA SO
5729,SAN MARTIN y RUEDA,5729,-32.9712,-60.642993,OCHAVA NO
3024,CASIANO CASAS y SORRENTO,3024,-32.907155,-60.696087,OCHAVA NO
1109,RONDEAU y L. VILA,1109,-32.898187,-60.691756,OCHAVA NO
3136,MARCO POLO y BERMUDEZ,3136,-33.010653,-60.64211,OCHAVA NE
1292,SANTA FE y GUTENBERG,1292,-32.936196,-60.686822,OCHAVA NE
5377,MENDOZA y SANCHEZ DE LORIA,5377,-32.940237,-60.731802,OCHAVA SO
2335,MOLINA y P. RIVERA,2335,-32.890152,-60.705015,OCHAVA NO
2650,RIACHUELO y PJE. 2012,2650,-33.004702,-60.688026,OCHAVA NE
8542,URQUIZA y DORREGO,8542,-32.940919,-60.648265,OCHAVA NE
9558,URIBURU y ITALIA,9558,-32.990929,-60.659419,OCHAVA NE
6441,LAMADRID y CASTRO BARROS,6441,-32.996581,-60.629809,OCHAVA SO
2515,J. J. PASO y MEJICO,2515,-32.920578,-60.719371,OCHAVA SO
4546,ITALIA y BRANDONI,4546,-33.006312331,-60.658982705,OCHAVA SE
5964,OVIDIO LAGOS y JUAN PABLO II,5964,-33.006663,-60.67692,OCHAVA NO
5460,BALCARCE y ANCHORENA,5460,-32.998196852,-60.663573819,OCHAVA NO
7133,OROÑO y REGIMIENTO 11,7133,-32.999331,-60.664854,OCHAVA SE
9242,SARMIENTO y GABOTO,9242,-32.973238,-60.644999,OCHAVA NO
8127,L. N. ALEM y 9 DE JULIO,8127,-32.955548,-60.63025,OCHAVA NO
6951,NECOCHEA y GARIBALDI,6951,-32.988551,-60.634044,OCHAVA SE
9597,PUEYRREDON y ARIJON,9597,-33.00372,-60.669012,OCHAVA SE
8162,PTE. ROCA y GARIBALDI,8162,-32.984809,-60.655006,OCHAVA SE
8274,ALFONSIN ( RUTA 26) (VGG) y PJE. LOS ANDES (VGG),8274,-33.034023,-60.656101,OCHAVA NO
7315,NTRA. SRA. ROSARIO y D. CRESPO,7315,-33.000959,-60.680737,OCHAVA NE
2512,AMEGHINO y SAN NICOLAS,2512,-32.980925,-60.682433,OCHAVA NE
3777,FRANCIA y FRAGATA SARMIENTO,3777,-32.988046,-60.67708,OCHAVA SE
3560,RUTA NAC. 34 (Ibarlucea) y RITA DE IBARLUCEA (Ibarlucea),3560,-32.862754,-60.771351,OCHAVA NO
4409,OROÑO y 24 DE SETIEMBRE,4409,-32.9774,-60.66197,OCHAVA NO
4896,BROWN (Baigorria) y LINIERS (Baigorria),4896,-32.858745093,-60.715705235,OCHAVA SO
1668,SAN LORENZO y OVIDIO LAGOS,1668,-32.940033,-60.660977,OCHAVA SO
8156,SOLDADO AGUIRRE (VGG) y SAN LORENZO (VGG),8156,-33.029598,-60.645294,OCHAVA SO
7612,RONDEAU y FREYRE,7612,-32.893388,-60.692295,OCHAVA SE
3973,DONADO y WHITE,3973,-32.942101,-60.72683,OCHAVA SE
9846,Ab. GRANDOLI y SEGUI,9846,-32.982529,-60.627912,OCHAVA SE
9816,J. J. PASO y DOMINICANA,9816,-32.919613,-60.690314,OCHAVA SO
6530,JOSE M. ROSA y DAVALOS,6530,-32.889865,-60.717523,OCHAVA NO
4788,PTE. ROCA y GALVEZ,4788,-32.967595,-60.650669,OCHAVA SE
2966,ABORIG. ARGENTINOS y QOM,2966,-32.981266194,-60.704446016,OCHAVA S
5229,CALLE 1379 y SALVAT,5229,-32.883320413,-60.717495312,OCHAVA SE
4876,P. MUSTO y JUAN A. MAZA,4876,-32.872908,-60.693036,OCHAVA SO
6636,UNION y H. YRIGOYEN,6636,-32.88485,-60.704667,OCHAVA SE
3266,PROVINCIAS UNIDAS y MONTEVIDEO,3266,-32.94752,-60.712124,OCHAVA SE
2921,OROÑO y COULIN,2921,-32.989088,-60.664562,OCHAVA SE
6633,SANTA FE y PTE. ROCA,6633,-32.943796,-60.644556,OCHAVA NE
9037,ALFONSIN ( RUTA 26) (VGG) y MONTEVIDEO (VGG),9037,-33.033018,-60.655889,OCHAVA NO
5369,SAN LORENZO y CALLAO,5369,-32.940277,-60.659618,OCHAVA SO
3872,J. FONTANA y JOAQUIN SUAREZ,3872,-32.89288,-60.723464,OCHAVA S
9925,SAN LUIS y RICCHERI,9925,-32.94468,-60.663571,OCHAVA SO
9902,ENTRE RIOS y CENTENO,9902,-32.984214,-60.650699,OCHAVA NO
4143,BATLLE Y ORDOÑEZ y PTE. ROCA,4143,-33.008936,-60.655833,OCHAVA NE
3102,LIMITE MUNICIPIO y URUGUAY,3102,-32.969239,-60.733495,OCHAVA SE
1735,SAN JUAN y CORRIENTES,1735,-32.949389,-60.643014,OCHAVA N
4776,CORRIENTES y CORDOBA,4776,-32.945829,-60.642328,OCHAVA SE
8734,SANTA FE y OVIDIO LAGOS,8734,-32.940884,-60.66078,OCHAVA NE
2826,P. AGRELO y MATHEU,2826,-32.888306,-60.692756,OCHAVA NO
2221,ESPAÑA y AMENABAR,2221,-32.970594,-60.653065,OCHAVA NO
6207,BATLLE Y ORDOÑEZ y CORRIENTES,6207,-33.008848,-60.652924,OCHAVA NE
5319,LAMADRID y ENTRE RIOS,5319,-32.997232,-60.652126,OCHAVA SO
6307,RONDEAU y LARRECHEA,6307,-32.896339,-60.691402,OCHAVA SE
4081,A. RIVERO y PJE. 1870,4081,-32.974721,-60.699663,OCHAVA SO
9114,L. N. ALEM y 3 DE FEBRERO,9114,-32.954353,-60.629959,OCHAVA NO
2026,JOSE COLOMBRES y GENOVA,2026,-32.916388,-60.730509,OCHAVA NO
1473,SAN MARTIN y URIBURU,1473,-32.990522,-60.646822,OCHAVA NO
4101,ESPAÑA y 24 DE SETIEMBRE,4101,-32.978633,-60.65509,OCHAVA NO
8852,ITALIA y CERRITO,8852,-32.960232,-60.651685,OCHAVA SE
5693,GUEMES y OVIDIO LAGOS,5693,-32.931694,-60.658682,OCHAVA NE
2704,MARTIN RODRIGUEZ y AMENABAR,2704,-32.968413,-60.665305,OCHAVA NO
1978,PELLEGRINI y FRANCIA,1978,-32.952508,-60.668474,OCHAVA SO
6764,CARBALLO y ESTRADA,6764,-32.92192,-60.676815,OCHAVA NE
